smiles,ID,docking_score
C[C@H](CC(=O)Nc1cccc(Br)c1)NCCOCCF,ZINC000663461750,-7.844310000000001
O=C(N[C@@H](CN1CCCC1)c1ccccc1)NC1CCCCC1,ZINC000501798788,-7.787310000000001
Cc1nccn1CC(=O)N(CCN(C)C)Cc1ccc(F)cc1F,ZINC000297665544,-7.80695
C#CCNC(=O)CCN1CCC[C@@H]1C[C@H](O)c1ccc(F)cc1,ZINC000293682060,-7.819380000000001
C[C@H]1CCN(C[C@H](O)COCc2ccccc2)C[C@H](C)C1,ZINC000127796006,-7.78665
COc1ccc(CN2CC[C@@H]2CNC(=O)N(C[C@@H](C)O)C2CC2)cc1,ZINC000637391735,-7.86877
C[C@H](CN1CCOCC1)NCc1cnn(Cc2ccccc2)c1Cl,ZINC000283795122,-7.84
COCc1sccc1C(=O)NCCCNc1ccc(C)cn1,ZINC000631607317,-7.880619999999999
O=C([C@H]1COc2ccc(Cl)cc2C1)N1CCO[C@H](c2nn[nH]n2)C1,ZINC000370858627,-5.03156
C[C@@H](NS(=O)(=O)c1ccoc1)c1ccc(Br)cc1F,ZINC000341952794,-5.051480000000001
CCCCOc1ccc(C(=O)NC2CCN(S(=O)(=O)CC)CC2)cc1,ZINC000042809556,-4.98462
COC(=O)[C@H](CCF)NC(=O)C1(C#N)CC(C)C1,ZINC000593794171,-5.04223
CCc1nc2sccc2c(SC[C@@H](C)CO)n1,ZINC000270293205,-4.97074
CC(C)(C)C1=CCN(c2ncncc2Br)CC1,ZINC000160769098,-4.966880000000001
FC(F)(F)C12CC(C1)CN2Cc1cc(C2CC2)no1,ZINC000660781162,-4.97326
CCc1noc(C)c1C(=O)N1CCO[C@H](c2ccco2)C1,ZINC000336349350,-4.96575
COC(=O)[C@@H]1CC[C@H](NS(=O)(=O)c2cnnn2C)C1,ZINC000359799323,-4.79349
COC[C@](C)(CCO)NC(=O)CSc1nnc(S)s1,ZINC000272491943,-4.68132
Cc1nc(CNC(=O)C(=O)NCC2CCCCC2)cs1,ZINC000670480996,-4.56991
CCOc1ccc(CN[C@H](C)CCCN)cc1F,ZINC000415016242,-4.63753
CCOC(=O)c1cnc(N2C[C@H]3C[C@@]3(O)C2)s1,ZINC000603421311,-4.64634
O=C(N[C@H]1CC12CC2)C1(c2c(Cl)cccc2Cl)CC1,ZINC000424963379,-4.46253
C#C[C@H](C)NC(=O)[C@H]1Cc2ccccc2CN1S(C)(=O)=O,ZINC000373448570,-4.38704
COC(=O)c1cccc(S(=O)(=O)N2CCN3C(=O)[C@H](N)C[C@@H]3C2)c1,ZINC000564350499,-4.42495
CO[C@H](Cn1cc(-c2cncs2)nn1)C1CCC1,ZINC000641184852,-4.06948
C/C=C/COc1cccc(CC(=O)NC2(C#N)CCC2)c1,ZINC000294614566,-3.71051
COC(=O)[C@@H]1CC[C@H](C(=O)NCC(C)(C)CCCO)C1,ZINC000412234432,-3.79954
CC#CCCNC(=O)N[C@@H](C)c1ccccc1OCC,ZINC000361370685,-3.18392
COCCC[C@@H](C)C(=O)OCc1cc(C)nc(C)n1,ZINC000185954924,-2.16406
CCCN1CCC[C@H]1CNC(=O)c1ccc(-c2cncnc2)cc1F,ZINC000557742716,-7.72152
CCn1c(C)cc(C(=O)CN2CCN(CC(F)(F)F)C[C@@H](C)C2)c1C,ZINC000451874596,-8.43728
NC(=O)c1cccc(NC(=O)N2C[C@@H](c3ccsc3)[C@H](CO)C2)c1,ZINC000187179051,-8.305639999999999
Cc1ccc2c(c1)CC[C@@H]2NC(=O)C(=O)Nc1ccc(Cl)cn1,ZINC000446506051,-8.22922
CCn1cc(O[C@@H]2CN(Cc3cc4n(n3)CCC4)C[C@H]2O)cn1,ZINC000625614657,-8.19941
C[C@@H]1CCNCC[C@@H]1NCc1cccc2c1OCCCO2,ZINC000422986850,-7.92245
O=C(N[C@@H]1CCc2ccc(O)cc21)N[C@@H]1C[C@H]2C[C@H]2C1,ZINC000665189522,-7.79805
CCn1nc(C)c(CNC(=O)NC[C@H](C)Oc2ccccc2)c1C,ZINC000073058901,-7.867489999999999
CCc1csc(CC(=O)N2CCC(NC(=O)c3cccnc3)CC2)n1,ZINC000367034106,-7.87379
C[C@H](Sc1ccccc1)C(=O)NC[C@@H]1CCCCN1CCO,ZINC000452396725,-7.787839999999999
O=C(CC[C@H]1CCOC1)NCc1cccnc1Oc1cccc(F)c1,ZINC000176716143,-7.654310000000001
Cc1ccc(CCCN2CCC([C@](C)(O)C(F)(F)F)CC2)cn1,ZINC000525991734,-7.638160000000001
C[C@@H](NC(=O)C(=O)N1CC[C@@H](CN)C1)c1ccc(OC(F)F)cc1,ZINC000419423746,-7.555439999999999
C[C@H](O)c1cn(CC(=O)NC[C@]2(O)CCc3ccccc32)nn1,ZINC000372219793,-7.586539999999999
C[C@@H](NC(=O)Cn1cc2ccccc2n1)C(=O)N1CCCC[C@H]1C,ZINC000332967992,-7.583660000000001
C[C@@H](CN(C)C(=O)N[C@@H]1CCO[C@H]1c1ccc(O)nc1)c1nccs1,ZINC000527527098,-7.56946
C[C@H](NC(=O)NCC1(CF)CCOCC1)c1nc2ccccc2[nH]1,ZINC000419521572,-7.47895
O=C(CNC(=O)c1cccnc1)N1CC[C@H]1c1cccc(Br)c1,ZINC000363763207,-7.45755
C[C@@H](CNC(=O)[C@@H]1CCC[C@@H](C)C1)N1CCc2sccc2C1,ZINC000246717445,-7.47735
O[C@H](COCc1ccccc1Cl)CN1CCOCC12CCCC2,ZINC000270619123,-7.60589
Cc1cc([N+](=O)[O-])ccc1C(=O)N(C)[C@@H]1CCN(C)[C@H](C)C1,ZINC000124594337,-7.62351
O=C(NCc1ccnc(N2CCCC2)c1)N[C@@H]1C=C[C@H](CO)C1,ZINC000081475422,-7.439039999999999
COC1CC(CCNC(=O)N2CCN(C(=O)c3ccccn3)CC2)C1,ZINC000661408442,-7.438839999999999
Cc1n[nH]c(SCC(=O)N[C@H](C)CN2C[C@H](C)C[C@H](C)C2)n1,ZINC000081005689,-7.395010000000001
CSc1cc2c(cc1NC(=O)CCc1ccc(O)nc1)OCCO2,ZINC000425947897,-7.33712
CC(C)OC(=O)Cc1nc(CN2CC[C@@H](C(F)(F)F)[C@@H]2C)cs1,ZINC000470956855,-7.27482
CC(C)N1C[C@H](NC(=O)Nc2cccc3ccn(C)c32)CC1=O,ZINC000276402784,-7.31279
COCC(=O)N1CCc2cc(NC(=O)Cn3cnc(C#N)n3)ccc21,ZINC000428317667,-7.24895
CC(C)(C)c1ncc(C(=O)NC2CCN(C3CCCC3)CC2)cn1,ZINC000578928049,-7.22892
CC(C)[C@](C)(C#N)NC(=O)CN1CCS[C@@H](c2ccccc2)C1,ZINC000363176066,-7.16138
CN1CCC(CC(=O)NCc2cnn(Cc3ccccc3)c2)CC1,ZINC000273234619,-7.20282
CS(=O)(=O)N1CCc2c1cccc2NC(=O)NN1CCCNC1=O,ZINC000365194724,-7.14958
O=C(NC[C@@H](O)CCc1ccccc1)[C@@H]1CC1(F)F,ZINC000295027754,-7.14827
O=C([C@H](C[C@H]1COCCO1)C(F)(F)F)N1CCNCC1,ZINC000662341431,-7.146139999999999
CC[C@@H](Nc1ncc(Cl)cc1[N+](=O)[O-])c1ncc[nH]1,ZINC000139787651,-7.10098
C[C@@H]1Cc2ccccc2[C@H]1NC(=O)c1cc(=O)n2[nH]cnc2n1,ZINC000546088419,-7.0833
Cc1cnn([C@@H]2CCCN(C(=O)C(=O)NC[C@@H](N)C(C)C)C2)c1,ZINC000419982409,-6.97582
CCCn1cc(C(=O)NCc2ccc(N3CCOCC3)nc2)cn1,ZINC000358956297,-6.990060000000001
CN1CC[C@](C)(C(=O)NCCCN2CCCCC2)C1=O,ZINC000635129968,-6.995839999999999
COc1ccc2c(c1)CCC[C@H]2NC(=O)[C@@H]1CCc2ncncc2C1,ZINC000648235986,-6.96845
CCc1nnc2n1C[C@H](NC(=O)c1ccn(C)c(=O)c1)CC2,ZINC000624282118,-6.96127
CC[C@@H]1CN(C(=O)Nc2ccc(C(N)=O)c(C)c2)CCCO1,ZINC000281433731,-6.95564
CCSCc1cc(C(=O)Nc2nc3ccc(C)cc3[nH]2)no1,ZINC000344477077,-6.9570300000000005
Cc1nn(CC(F)F)c(C)c1C(=O)NCc1cccnc1,ZINC000354663052,-6.920160000000001
CCN(C(=O)CN[C@@H](C)c1ccc([S@](C)=O)cc1)c1ccccc1,ZINC000271781257,-7.5575
C[C@@H]1C[C@@H]1NC(=O)NC[C@@H](O)c1cc(Cl)cc(Cl)c1,ZINC000265488070,-7.550839999999999
CCN(CCC1CCN(Cc2cn(C)nn2)CC1)CC1CC1,ZINC000355888877,-6.90216
N#CC1(CNC(=O)c2ccnn2C2CCCC2)CC1,ZINC000568972312,-6.875319999999999
C[C@H](c1ccncc1)N(C)C(=O)C(=O)N[C@H]1CCN2CCC[C@@H]2C1,ZINC000340481234,-6.88426
CC[C@@H]1CCC[C@@H]1NC(=O)c1ccccc1Cn1cccn1,ZINC000622825307,-6.85285
N#Cc1c(F)cccc1N1CCC(CCCn2ccnc2)CC1,ZINC000340781034,-6.865139999999999
CSC1(CNc2cc(N3CCN(C)C(=O)C3)ncn2)CCN(C)CC1,ZINC000521129400,-6.86247
COc1ccc(CCCNC(=O)/C=C\c2cccc(CO)c2)cc1,ZINC000492136522,-6.786810000000001
Cc1nc(C(F)(F)F)ccc1NC(=O)N[C@@H](C)COCC1CC1,ZINC000650183758,-6.80041
CNC(=O)c1cccc(CSCCC(=O)Nc2cc(C)on2)c1,ZINC000072998994,-6.75702
COc1ccc(C(=O)N[C@@H](C)CS(C)(=O)=O)cc1[N+](=O)[O-],ZINC000264868717,-6.77237
CC[C@@H]1CN(CCC(=O)N[C@H](c2cccs2)c2ccccc2)CCO1,ZINC000063493409,-6.7351600000000005
NC(=O)c1coc(CNC(=O)c2cccc(C(=O)NC3CC3)c2)n1,ZINC000617488300,-6.74452
FC(F)C1(c2nc(-c3ccnc(-n4cccn4)c3)no2)CCC1,ZINC000632024261,-6.73986
Fc1cc(CN2CCC(C3CC3)CC2)c2c(c1)COCO2,ZINC000368333950,-6.758889999999999
C[C@@H]1Cc2c[nH]nc2[C@H](C(=O)N2CCC(c3ccccc3)CC2)C1,ZINC000623178167,-6.70797
NC(=O)[C@@H]1CCCN(C(=O)c2ccc(Cl)c(N3CCCC3=O)c2)C1,ZINC000586852317,-6.69273
CC(C)C(=O)Nc1cccc(NC(=O)C(=O)NC[C@@]2(C)CCCS2)c1,ZINC000268289077,-6.714980000000001
CSc1ccccc1NC(=O)N1CC[C@@H]1C(F)F,ZINC000647985764,-6.68262
Cc1cc(CNC(=O)N2CCCC3(CC3)C2)ccn1,ZINC000334704329,-6.68209
CSC[C@@H]1CCCN1C(=O)Cc1c(C)nc(-c2ncccn2)nc1O,ZINC000269001856,-6.64472
COC(=O)C[C@@H](C)Sc1ccc2nnc(-c3ccccc3F)n2n1,ZINC000092654904,-6.62414
Cn1ccc(CC(=O)Nc2c[nH]nc2-c2ccccc2F)n1,ZINC000564705130,-6.58945
CCC[C@H](CNC(=O)N1CCO[C@@H](Cc2ccccc2)C1)OCC,ZINC000624495149,-6.59185
Cc1n[nH]cc1CCCNC(=O)N1CCC(C(F)F)CC1,ZINC000359498312,-6.55152
CCC(CC)(NC(=O)c1ccc(OC)c(Cl)c1)C(=O)OC,ZINC000341098602,-6.54089
COc1cccc2c1[C@@H](C(=O)N(C)C[C@@H]1CCc3nccn3C1)CC2,ZINC000645997416,-6.48625
CC[C@@H](NCc1ccc(F)cc1F)c1cccc(F)c1,ZINC000166569116,-7.47571
C[C@@H](NC(=O)NC[C@@H]1CCCCN1CCO)C1CCN(C)CC1,ZINC000655576640,-7.501710000000001
NC(=O)[C@H]1CCCN1Cc1cccc(NC2CCC3(CC3)CC2)c1,ZINC000562349797,-7.506060000000001
Cc1ccc(CCNC(=O)N2CC[C@@H](C)C(C)(C)C2)nc1,ZINC000459200261,-6.41599
N#Cc1sccc1N1CCN(C(=O)C[C@H]2CCCC[C@@H]2O)CC1,ZINC000597938400,-6.4126
C[C@@H](C(=O)N(C)CC(=O)Nc1ccc(Br)cn1)C(C)(F)F,ZINC000293090938,-6.41096
O=C(Cn1cc(Cl)cn1)Nc1ccc(N2C(=O)CCCC2=O)cc1,ZINC000287483101,-6.4392
CCc1noc(-c2ccc(C)c(NC(=O)N(CCO)CCO)c2)n1,ZINC000120823210,-6.4375
COC(=O)C(C)(C)NC(=O)c1ccc(CO)cc1,ZINC000596784892,-6.36109
CSc1ccc(OS(=O)(=O)CCCN2CCOCC2)cc1,ZINC000274191234,-6.38709
CCc1ccc([C@H]2CN(C(=O)c3ncoc3C3CC3)CCO2)cc1,ZINC000294786004,-6.38923
CO[C@@H]1CCCC[C@H]1C(=O)Nc1cccc2[nH]c(=O)oc21,ZINC000294566898,-6.348990000000001
CCOc1ccccc1N(C)C(=O)c1cc(C(N)=O)cs1,ZINC000127560766,-6.35923
O=C(N=c1[nH]sc2ccccc21)N1CCC[C@@H](C2CC2)C1,ZINC000630353602,-6.32961
CC(C)[C@@H](NC(=O)Cc1ccccc1)C(=O)N1CC(CO)C1,ZINC000184215762,-6.33282
C[C@@H]1CCC[C@@H](C)N1C(=O)c1ccc2c(n1)CCCC2,ZINC000442350665,-6.35149
C[C@@H](NC(=O)C1CCOCC1)[C@H](O)c1cccc(F)c1,ZINC000269430755,-6.24669
CC(C)c1nnc(/C=C\C(=O)N[C@H](CO)c2ccc(Cl)cc2)o1,ZINC000493591869,-6.27152
CCC(CC)n1ccc(C(=O)N(C)c2ccccc2C#N)n1,ZINC000269812284,-6.2506900000000005
O=C(NCCCN1CCCCC1=O)[C@H]1[C@@H]2CCCC[C@@H]21,ZINC000345528686,-6.27916
CNS(=O)(=O)C[C@H]1CCCN(C(=O)CNc2cccc(OC)c2)C1,ZINC000638796139,-6.18015
NC(=O)[C@@H]1CN(S(=O)(=O)c2cccc(-n3cnnn3)c2)CCO1,ZINC000051163909,-6.18731
CCC[C@@H]1C[C@H](C(=O)NCC2=CCCC2)CCO1,ZINC000620007409,-6.17401
O=C(Cc1cccc(OCC(F)(F)F)c1)N1C[C@@H](O)[C@H](CO)C1,ZINC000458045383,-6.1682
C[C@H]1C[C@H](c2noc(-c3cccc4cnccc43)n2)CCO1,ZINC000546507603,-6.11695
COc1cncc(NC(=O)N[C@H]2CCc3c(nnn3C)C2)n1,ZINC000654112542,-6.15454
C/C=C/C[C@H]1CCCN(Cc2ncccc2C(=O)O)C1,ZINC000629375867,-6.12391
CCOC(=O)[C@@H](CC)C(=O)N1CCC[C@H](c2nc(CC)cs2)C1,ZINC000412117946,-6.13962
COC(=O)[C@@]1(NC(=O)CCCOc2ccc(Cl)cc2)CCOC1,ZINC000446493321,-6.14353
CCSCc1ccc(NC(=O)C(=O)N[C@@H]2CCN(C)[C@H](C)C2)cc1,ZINC000453652940,-7.393839999999999
Cn1nccc1/C=C/C(=O)N1CCC[C@H](c2ncc3n2CCCC3)C1,ZINC000282209915,-7.400010000000001
CC[C@@H]1NCC[C@H]1NC(=O)Nc1cc(OC)ncn1,ZINC000625871903,-7.41441
CC(C)OC(=O)CCN(C)C[C@@H]1OCCc2ccccc21,ZINC000075681515,-7.396730000000001
CC1(N)CCN(C(=O)CCC(=O)c2ccc3c(c2)CCCC3)CC1,ZINC000646995377,-7.39582
Cc1ncccc1CN1CCC(NC(=O)c2ccc[nH]2)CC1,ZINC000371421421,-7.44194
Cc1ccc(-c2cc(C(=O)NCC[C@@]3(O)CCOC3)n[nH]2)c(C)c1,ZINC000652802933,-7.4507
O=C1CCCN1CCN[C@@H](c1ccc(Cl)cc1)C1CC1,ZINC000339060611,-7.45613
CO[C@H](c1ccccc1F)[C@H](C)NC(=O)c1ccc([S@@](C)=O)cc1,ZINC000611426543,-6.05324
CO[C@@H](CC(=O)N[C@@H]1CC(=O)N(C)C1=O)C(F)(F)F,ZINC000655062057,-6.00702
CC(=O)N[C@H](C)C1CCN(C(=O)c2[nH]ccc2C)CC1,ZINC000336153156,-6.02352
CC(=O)Nc1ccc(Cc2nc(C3CCSCC3)no2)cc1,ZINC000350896756,-5.97076
CC1(C)Cc2cc(NC(=O)[C@H]3CC3(F)F)ccc2O1,ZINC000295007501,-5.93754
CCO[C@@H]1C[C@@H](NC(=O)C(=O)N(C)CCCO)C12CCOCC2,ZINC000581516113,-5.90411
CN(C)c1ccc(S(=O)(=O)NCCCc2ccccn2)cn1,ZINC000344728941,-5.87397
C[C@@H](C[C@@H]1CCCO1)NC(=O)Cc1ccccc1[N+](=O)[O-],ZINC000338694436,-5.88663
CO[C@H]1C[C@@H](N(C)Cc2ccc(C)cn2)C12CCC2,ZINC000449632093,-5.859319999999999
CCNS(=O)(=O)[C@@H]1CCN(c2cc(C#N)ccc2C(F)(F)F)C1,ZINC000097163658,-5.89196
C[C@H]1CC[C@@H](C(=O)N2CCCc3c([N+](=O)[O-])cccc32)O1,ZINC000095973898,-5.8435
Cc1nn(C)c(C(=O)N2C[C@@H](O)C[C@@H]2c2ccc(F)cc2)c1[N+](=O)[O-],ZINC000331698039,-5.76855
CCc1nc2n(n1)C[C@@H](NC(=O)/C=C\c1nc3ccccc3o1)CC2,ZINC000255765621,-5.738090000000001
C[C@H]1C[C@H](c2nc(CC3=CCCC3)no2)CC(=O)N1,ZINC000544932896,-5.70335
CC(C)C1CCC(NC(=O)C2(C#N)CC(C)C2)CC1,ZINC000531658862,-5.70632
Cc1cnc(Br)c(NC(=O)C(=O)N2CC(C)(C)[C@H]2C2CC2)c1,ZINC000292091295,-5.68187
CC[C@H]1c2ccsc2CCN1C(=O)CN1CC[C@H](c2nccn2C)C1,ZINC000568407668,-7.377669999999999
CN(C)[C@@H]1CCN(C(=O)Nc2cccc3c2CCN(C)C3=O)C1,ZINC000667885731,-7.348260000000001
COc1ccccc1N1CC[C@@H](N2C[C@@H](C)S[C@@H](C)C2)C1=O,ZINC000151755808,-7.3389
CC(C)OCCCNC(=O)C1CCN([C@@H]2CCCC[C@H]2O)CC1,ZINC000089885930,-7.330660000000001
CCO[C@H]1COCC[C@@H]1Nc1cc(N)c([N+](=O)[O-])c(CO)c1,ZINC000588017089,-5.60431
Cc1ccc(-c2ccsc2C(=O)N[C@@H]2CC[C@@H](F)C2)cc1,ZINC000564024024,-5.59928
COC(=O)C1(C(=O)N2CCO[C@@H](c3c(F)cccc3Cl)C2)CC1,ZINC000592937065,-5.55209
Cc1c(C(=O)N[C@H]2C[C@@]2(F)c2ccccc2)ccn1C,ZINC000644798664,-5.5138
COCC(COC)N1CCN(CC2(C#N)CCC2)CC1,ZINC000595535394,-5.46735
O=S(=O)(CC[C@H]1CCOC1)NCc1ccc(OC2CCCC2)cc1,ZINC000293517086,-5.47083
COC(=O)c1ccc(N[C@H](C)CC2CC2)c(OC)c1,ZINC000438293288,-5.37147
CC1=C(c2ccco2)CN(C(=O)[C@@H](O)C2CCC2)CC1,ZINC000336292542,-5.38106
CN(C)c1ncccc1O[C@@H]1CCN(C(=O)[C@H]2C[C@@H]2[N+](=O)[O-])C1,ZINC000369586562,-5.343380000000001
CCOCCCCNC(=O)N1CCC[C@@H](N2CCNCC2=O)C1,ZINC000417146759,-5.38851
CC[C@H](CO)NC(=O)N[C@@H](CCc1ccccc1)c1ccccc1,ZINC000057424690,-5.29614
O=S(=O)(NC[C@H]1CCCCN1CCO)c1ccc(C(F)F)cc1,ZINC000451669492,-5.23016
CC[C@]1(CO)CCCN(C(=O)N[C@@H]2CC(=O)N(C)C2)C1,ZINC000335874420,-5.25244
C[C@H]1OCC[C@]1(O)CNC(=O)NCCC1=CCCC1,ZINC000581124377,-5.27444
COC(=O)c1cc(C(=O)NCC[C@H]2CCCOC2)n(C)n1,ZINC000601680756,-5.22904
C[C@@H]1CCN(C(=O)NCc2cnnn2C)[C@H](c2ccco2)C1,ZINC000288833799,-5.13861
CSCc1ccc(N2C(=O)[C@H]3C[C@@H](C)CCN3C2=O)cc1,ZINC000278137692,-5.179530000000001
CC(C)[C@H]1CCCN1C(=O)C(=O)N(C)Cc1ccc(F)c(F)c1,ZINC000297970686,-5.14151
Cc1nc(CNc2ccc3ncccc3c2[N+](=O)[O-])no1,ZINC000118752453,-5.16898
CCOc1ccc(CN(C(=O)c2cc(C)n(C)n2)C(C)C)cc1,ZINC000340171593,-5.10526
Cc1cccc(F)c1NC(=O)C(=O)N[C@@H](CO)CCF,ZINC000652184427,-5.12089
C[C@H]1C[C@@H](NC(=O)c2cc3c(s2)CCCCC3)C(=O)O1,ZINC000267837848,-5.05745
COC(=O)[C@@H]1CNC(=O)CN1CCOc1cccc(Br)c1,ZINC000447907097,-4.99819
CNC(=O)[C@H]1CCN(Cc2ccc3[nH]ccc3c2)C1,ZINC000628315525,-6.86437
OCCN(Cc1cccc(-c2ccccn2)c1)C1CCSCC1,ZINC000449687980,-6.8318
CC[C@H]1C[C@@H](NCc2cccc(Br)c2C)CO1,ZINC000657506119,-6.82313
Cc1cc(Br)c(NC(=O)N2C[C@@H]3C[C@H]2CN3)cc1Cl,ZINC000632936332,-7.315919999999999
CCCN(CCn1nc(C)cc1C)C[C@H]1COc2ccccc2O1,ZINC000345071488,-7.302810000000001
O=C(c1ccc(CNc2cncc3ncnn32)cc1)N1CCCCC1,ZINC000679925516,-7.281860000000001
COc1ccc([C@@H](C)N[C@H](C)CCO)c(C)c1OC,ZINC000286209712,-4.92624
Cc1csc([C@H]2COCCN2C(=O)c2ccoc2Br)n1,ZINC000278001988,-4.901009999999999
Cc1nn(C)c(C)c1CCCNC(=O)[C@@]1(C)CCC[C@@H]1C,ZINC000450629930,-4.61071
CCCCN(C[C@@](C)(O)C(=O)OC)[C@H](C)c1ccc(C)o1,ZINC000588957853,-4.4430000000000005
O=C(Cc1ccc(OC(F)F)cc1)NC1(C2CC2)CCOCC1,ZINC000372064068,-4.44954
CCc1nnc(Sc2nc(C(=O)OC)ccc2[N+](=O)[O-])s1,ZINC000596468286,-4.44431
CC(C)CC[C@@H]1CCC[C@H]1NC(=O)[C@H](C)C(F)(F)F,ZINC000463495390,-4.48007
COCCOc1ccc(S(=O)(=O)N(C)Cc2cn(C)nn2)cc1,ZINC000657172358,-4.36596
COc1ccccc1CN(C)C(=O)CC[C@H]1CC[C@H](C)O1,ZINC000174974324,-4.19647
C=CCOc1ccc(CNC(=O)NCC(=O)N(C)C)cc1,ZINC000286717170,-3.97307
C=CCCOCCN1C(=O)N[C@H](c2ccccc2)C1=O,ZINC000272264177,-4.00917
COC(=O)[C@@H]1CCCC[C@@H]1S(=O)(=O)NCc1ccnc(C)c1,ZINC000451677860,-3.93075
CC[C@@H]1C[C@H]1CNC(=O)Cc1ccc(NC(C)=O)cc1,ZINC000452768326,-4.09415
C[C@H](O)CC(C)(C)CNC(=O)[C@H]1CC[C@@H]1C(N)=O,ZINC000553146148,-3.9562
COC1(C)CCN(C(=O)C2C[C@@H](C)O[C@H](C)C2)CC1,ZINC000334395737,-3.99717
CCO/C=C\C(=O)N[C@H](c1nc(C)cs1)C1CC1,ZINC000493272102,-3.88371
CCNC(=O)NC(=O)CNC1(CC(=O)OC)CC1,ZINC000593059613,-3.863280000000001
CCN(CCC1CC1)C(=O)N[C@@H](COC)c1ccco1,ZINC000355204450,-3.80927
CCOC(=O)/C=C/c1ccc(NC(=O)C(=O)NC2(C)CCC2)cc1,ZINC000194568775,-3.02326
CO[C@H](CCNC(=O)C(=O)Nc1cc(C2CC2)n(C)n1)C(F)(F)F,ZINC000354475865,-8.76928
C[C@@H]1[C@H](N2CCCC2)CCN1C(=O)CN(C)[C@H]1CCSC1,ZINC000346114791,-7.25466
COc1ccc(F)c(CNC[C@H](OC)c2ccc(Cl)cc2)c1,ZINC000559272996,-7.264539999999999
Cc1ccc2oc(SCC(=O)Nc3ccccc3)nc2c1,ZINC000072626580,-7.233389999999999
NC(=O)COc1ccc(NC(=O)N[C@@H]2CCO[C@@]3(CCSC3)C2)cc1,ZINC000269236035,-8.568610000000001
Cc1ccc(C(=O)N2CCN(CC(=O)N[C@@H]3CCC[C@H](C)C3)CC2)o1,ZINC000170646747,-8.51033
C[C@@H]1CO[C@@H](C)CN1CCNC(=O)Nc1csc(C(N)=O)c1,ZINC000640186941,-8.198030000000001
C[C@H]1CC[C@@H](CNC(=O)NCc2cnn(Cc3ccccc3)c2)O1,ZINC000457780267,-8.04791
CO[C@H](CNC(=O)N[C@H]1C[C@H](c2cccc(F)c2)C1)[C@@H]1CCOC1,ZINC000661117480,-7.88467
O=C(NCc1ncc[nH]1)Nc1nnc2ccccn21,ZINC000120935752,-7.9218
C[S@](=O)c1cccc(NC(=O)C(=O)NCC(C)(C)CCCO)c1,ZINC000357730935,-7.993189999999999
CS(=O)(=O)NCCNC(=O)NCCCN1CCC[C@H]1C(N)=O,ZINC000341109143,-7.842689999999999
Cc1cnc([C@@H](C)OC(=O)[C@H](C)NC(=O)/C=C\c2ccccc2)o1,ZINC000492892276,-7.73755
O=C(CN[C@@H](CO)[C@@H]1CCCOC1)NCCCC1CCCCC1,ZINC000411994764,-7.73287
CC(C)c1cccc(N(C)C(=O)Cn2cnc3ccccc3c2=O)c1,ZINC000067763243,-7.68452
O=C(N[C@H](CN1CCCC1)c1ccccc1)c1cn(CC2CC2)nn1,ZINC000449411614,-7.659669999999999
C[C@H](NC(=O)N[C@@H]1CCN(C)[C@H]1c1ccc(F)cc1)[C@@H]1CCCO1,ZINC000371110589,-7.591539999999999
O=C(Cc1cncn1Cc1ccccc1)N1C[C@H](O)C[C@H]1C1CC1,ZINC000634175123,-7.573169999999999
COC(=O)C1(NC(=O)COc2ccc(C=O)cc2[N+](=O)[O-])CC1,ZINC000270802193,-7.55815
Cc1nn(C)c(C)c1NC(=O)NC[C@](C)(CO)c1ccccc1,ZINC000350403330,-7.46778
N[C@@H]1CC[C@H](C(=O)N2CCC(c3ccc(F)cc3)CC2)C1,ZINC000378211624,-7.201910000000001
CC(=O)CCCC(=O)N1CC[C@H](N(C)Cc2ccccc2)C1,ZINC000372247138,-7.16803
O=C(C[C@@H]1COc2ccccc2O1)N[C@@H]1CCC[C@H]1OC(F)F,ZINC000574957849,-7.34445
O=C(Nc1cc(Cl)cc2cccnc21)C(=O)N1CCC[C@@H]1CF,ZINC000560334223,-7.313
CCC(CC)[C@H](CCNC(=O)C(=O)Nc1ncc(C)s1)OC,ZINC000445138765,-7.27283
CC[C@H](O)CCCNC(=O)NC[C@@H]1CCN(c2ccc(F)cc2)C1,ZINC000341017260,-7.32125
CCn1nnnc1-c1cccc(NC(=O)C[C@@H]2CC[C@@H](C)C2)c1,ZINC000345305842,-7.286589999999999
Cc1cccc(F)c1NC(=O)C(=O)NC[C@H]1CC[C@@H](C(=O)N(C)C)O1,ZINC000460803401,-7.29427
CCCC[C@H](CCC)NC(=O)C(=O)Nc1cc(OC)cc(OC)c1C,ZINC000505622346,-7.26801
CCc1ccccc1NC(=O)Cn1nc(C2CC2)nc1C1CC1,ZINC000161498185,-7.22836
COc1ccc(NC(=O)N2CC[C@@H](C)C[C@@H]2CN)c(C)c1,ZINC000335176509,-7.24961
C[C@]1(C2CC2)CN(C(=O)CCCNC(=O)c2ccsc2)CCO1,ZINC000617404466,-7.182930000000001
CC#CC[C@@H](CO)NC(=O)C(=O)Nc1cnn(CCCC)c1C,ZINC000646952553,-7.19203
Cc1noc2ncc(C(=O)N[C@H]3COc4ccccc4C3=O)cc12,ZINC000129194920,-7.12312
CCN(CCO)C(=O)C(=O)Nc1cccc2c1OCC[C@H]2OC,ZINC000448232634,-7.117260000000001
Cc1nc(CNC(=O)NCCc2ccc3c[nH]nc3c2)sc1C,ZINC000354008279,-7.10397
