,compound_id,smiles,docking_score,rdkit_smiles,VALUE_NUM_mean,VALUE_NUM_std,Perc_Var,Remove_BadDuplicate,rank,top_100
9880,ZINC000578651705,Oc1cccc(CN2CC[C@H]3OCCN[C@H]3C2)c1Br,-6.87027,Oc1cccc(CN2CC[C@H]3OCCN[C@H]3C2)c1Br,-6.87027,,-0.0,0,6899.0,0
9219,ZINC000425468423,CC(C)[C@H](C)CNC(=O)NCCNC(=O)CCCc1ccccc1,-6.870489999999999,CC(C)[C@H](C)CNC(=O)NCCNC(=O)CCCc1ccccc1,-6.870489999999999,,-0.0,0,6900.0,0
4630,ZINC000290344108,CO[C@@H](C)[C@@H](C)NC(=O)C(=O)Nc1ccc2c(c1)OC(F)(F)O2,-6.870830000000001,CO[C@@H](C)[C@@H](C)NC(=O)C(=O)Nc1ccc2c(c1)OC(F)(F)O2,-6.870830000000001,,-0.0,0,6901.0,0
8541,ZINC000676814182,Cc1nnc2n1C[C@H](C(=O)NC[C@H]1CCCO[C@@H]1C(C)(C)C)CC2,-6.87091,Cc1nnc2n1C[C@H](C(=O)NC[C@H]1CCCO[C@@H]1C(C)(C)C)CC2,-6.87091,,-0.0,0,6902.0,0
1076,ZINC000680935596,O=C(NC1(CCO)CCOCC1)c1noc(-c2cccc(F)c2)n1,-6.87104,O=C(NC1(CCO)CCOCC1)c1noc(-c2cccc(F)c2)n1,-6.87104,,-0.0,0,6903.0,0
7726,ZINC000095429772,O=[N+]([O-])c1cccc(CN[C@@]2(CO)CCc3ccccc32)c1,-6.87257,O=[N+]([O-])c1cccc(CN[C@@]2(CO)CCc3ccccc32)c1,-6.87257,,-0.0,0,6904.0,0
4833,ZINC000421599524,NC(=O)CC1(CNC(=O)Cn2cnc3ccccc32)CC1,-6.873189999999999,NC(=O)CC1(CNC(=O)Cn2cnc3ccccc32)CC1,-6.873189999999999,,-0.0,0,6905.0,0
9531,ZINC000639344598,c1cc(Cn2cnc3c2CCCC3)n(CC2CCC2)n1,-6.873639999999999,c1cc(Cn2cnc3c2CCCC3)n(CC2CCC2)n1,-6.873639999999999,,-0.0,0,6906.0,0
7723,ZINC000657756644,CC(NCc1cnc2c(C(N)=O)cnn2c1)(C1CC1)C1CC1,-6.87418,CC(NCc1cnc2c(C(N)=O)cnn2c1)(C1CC1)C1CC1,-6.87418,,-0.0,0,6907.0,0
9037,ZINC000225832953,CCC(CC)[C@H](O)CNC(=O)[C@@H](C)Oc1cccc(Cl)c1,-6.8744,CCC(CC)[C@H](O)CNC(=O)[C@@H](C)Oc1cccc(Cl)c1,-6.8744,,-0.0,0,6908.0,0
7727,ZINC000293737722,CC(C)n1cc([C@H](C)NCc2cccc(N3CCOCC3)c2)cn1,-6.874969999999999,CC(C)n1cc([C@H](C)NCc2cccc(N3CCOCC3)c2)cn1,-6.874969999999999,,-0.0,0,6909.0,0
2676,ZINC000568972312,N#CC1(CNC(=O)c2ccnn2C2CCCC2)CC1,-6.875319999999999,N#CC1(CNC(=O)c2ccnn2C2CCCC2)CC1,-6.875319999999999,,-0.0,0,6910.0,0
7728,ZINC000352150613,O=C(NC1CCN(C(=O)c2ccco2)CC1)[C@@H]1CCCc2nccn21,-6.87547,O=C(NC1CCN(C(=O)c2ccco2)CC1)[C@@H]1CCCc2nccn21,-6.87547,,-0.0,0,6911.0,0
6519,ZINC000124046121,O=C(Nc1cc(F)ccc1SCC(F)F)[C@H]1CCCCO1,-6.8769800000000005,O=C(Nc1cc(F)ccc1SCC(F)F)[C@H]1CCCCO1,-6.8769800000000005,,-0.0,0,6912.0,0
2020,ZINC000087299284,CCN(CC)CC(=O)N1CCN(C(=O)CCSc2ccccn2)CC1,-6.87758,CCN(CC)CC(=O)N1CCN(C(=O)CCSc2ccccn2)CC1,-6.87758,,-0.0,0,6913.0,0
2848,ZINC000574459866,Cn1cc(C[C@@H](CO)CNC(=O)CCc2ccc(C(N)=O)cc2)cn1,-6.87771,Cn1cc(C[C@@H](CO)CNC(=O)CCc2ccc(C(N)=O)cc2)cn1,-6.87771,,-0.0,0,6914.0,0
6080,ZINC000155238827,Cc1cccc(S(=O)(=O)CCCN2CCOC[C@@H]2CC(C)C)c1,-6.87817,Cc1cccc(S(=O)(=O)CCCN2CCOC[C@@H]2CC(C)C)c1,-6.87817,,-0.0,0,6915.0,0
2184,ZINC000346235952,O=C(Nc1cnc2c(c1)CCCC2)C(=O)N[C@@H](CCO)c1ccco1,-6.87856,O=C(Nc1cnc2c(c1)CCCC2)C(=O)N[C@@H](CCO)c1ccco1,-6.87856,,-0.0,0,6916.0,0
2524,ZINC000494001221,CC(C)OC[C@H](O)CN(C)Cc1cccc2[nH]ccc21,-6.8787,CC(C)OC[C@H](O)CN(C)Cc1cccc2[nH]ccc12,-6.8787,,-0.0,0,6917.0,0
5131,ZINC000562679410,N#CC[C@@H]1CC[C@H](NC(=O)N(CCc2ccccc2)[C@H]2CCOC2)C1,-6.87903,N#CC[C@@H]1CC[C@H](NC(=O)N(CCc2ccccc2)[C@H]2CCOC2)C1,-6.87903,,-0.0,0,6918.0,0
1074,ZINC000177791587,Cc1ccnc(-c2ccc(NC(=O)C(=O)N[C@H](C)[C@H](C)CO)cc2)n1,-6.88013,Cc1ccnc(-c2ccc(NC(=O)C(=O)N[C@H](C)[C@H](C)CO)cc2)n1,-6.88013,,-0.0,0,6919.0,0
3004,ZINC000249592750,COc1ccc([C@H](NC(=O)CN2CC[C@@H](O)[C@H](C)C2)C(C)C)cc1,-6.880210000000001,COc1ccc([C@H](NC(=O)CN2CC[C@@H](O)[C@H](C)C2)C(C)C)cc1,-6.880210000000001,,-0.0,0,6920.0,0
8539,ZINC000653264853,N[C@@H]1CCO[C@H]([C@H]2CCCCN2C(=O)c2cccc3[nH]ncc32)C1,-6.88065,N[C@@H]1CCO[C@H]([C@H]2CCCCN2C(=O)c2cccc3[nH]ncc23)C1,-6.88065,,-0.0,0,6921.0,0
5613,ZINC000290647462,CCC[C@@H](NC(=O)CNc1ccccc1C(N)=O)C(=O)OC(C)(C)C,-6.881010000000001,CCC[C@@H](NC(=O)CNc1ccccc1C(N)=O)C(=O)OC(C)(C)C,-6.881010000000001,,-0.0,0,6922.0,0
4321,ZINC000341156047,COc1ccc(Cc2nc([C@H]3CC(=O)N(C(C)C)C3)no2)c(F)c1,-6.88116,COc1ccc(Cc2nc([C@H]3CC(=O)N(C(C)C)C3)no2)c(F)c1,-6.88116,,-0.0,0,6923.0,0
9881,ZINC000445264852,CC(=O)c1ccc(C(=O)N(Cc2ccc(C(N)=O)cc2)C2CC2)o1,-6.88135,CC(=O)c1ccc(C(=O)N(Cc2ccc(C(N)=O)cc2)C2CC2)o1,-6.88135,,-0.0,0,6924.0,0
3805,ZINC000639330202,Cc1ncc([C@@H](C)N[C@@H](CO)c2ccc(F)cc2F)c(C)n1,-6.88172,Cc1ncc([C@@H](C)N[C@@H](CO)c2ccc(F)cc2F)c(C)n1,-6.88172,,-0.0,0,6925.0,0
464,ZINC000155093389,O=C(NC[C@H](O)CS(=O)(=O)c1cccs1)C1CCC1,-6.8824,O=C(NC[C@H](O)CS(=O)(=O)c1cccs1)C1CCC1,-6.8824,,-0.0,0,6926.0,0
9716,ZINC000360158499,CCc1nc([C@@H]2CCCN(CCN3CCCC3=O)C2)no1,-6.8825,CCc1nc([C@@H]2CCCN(CCN3CCCC3=O)C2)no1,-6.8825,,-0.0,0,6927.0,0
8755,ZINC000541845386,COc1n[nH]c(NC(=O)c2ccc(O[C@@H](C)c3ccccc3)nc2)n1,-6.8828,COc1n[nH]c(NC(=O)c2ccc(O[C@@H](C)c3ccccc3)nc2)n1,-6.8828,,-0.0,0,6928.0,0
4665,ZINC000247070432,C[C@H](NC(=O)c1ccco1)C(=O)N1CCO[C@H]([C@H]2CCCO2)C1,-6.883660000000001,C[C@H](NC(=O)c1ccco1)C(=O)N1CCO[C@H]([C@H]2CCCO2)C1,-6.883660000000001,,-0.0,0,6929.0,0
1371,ZINC000627259472,Cc1cccc([C@H](C)C(=O)N2CC[C@H](N3CC[C@@H](O)C3)C2)c1,-6.88368,Cc1cccc([C@H](C)C(=O)N2CC[C@H](N3CC[C@@H](O)C3)C2)c1,-6.88368,,-0.0,0,6930.0,0
1370,ZINC000343746137,CN(CCCN1CCCC1)C(=O)c1ccc(C#N)s1,-6.88395,CN(CCCN1CCCC1)C(=O)c1ccc(C#N)s1,-6.88395,,-0.0,0,6931.0,0
9376,ZINC000131540254,Cc1cc(C)cc(NC(=O)C[C@@H]2CSCCS2)c1,-6.883960000000001,Cc1cc(C)cc(NC(=O)C[C@@H]2CSCCS2)c1,-6.883960000000001,,-0.0,0,6932.0,0
148,ZINC000637130224,Cn1cnc2c1CCN(C(=O)C(=O)N[C@H]1CO[C@@H](C3CC3)C1)C2,-6.8842300000000005,Cn1cnc2c1CCN(C(=O)C(=O)N[C@H]1CO[C@@H](C3CC3)C1)C2,-6.8842300000000005,,-0.0,0,6933.0,0
2677,ZINC000340481234,C[C@H](c1ccncc1)N(C)C(=O)C(=O)N[C@H]1CCN2CCC[C@@H]2C1,-6.88426,C[C@H](c1ccncc1)N(C)C(=O)C(=O)N[C@H]1CCN2CCC[C@@H]2C1,-6.88426,,-0.0,0,6934.0,0
600,ZINC000455148214,Cc1ccc(I)cc1NC(=O)N[C@H]1COCC1(C)C,-6.88435,Cc1ccc(I)cc1NC(=O)N[C@H]1COCC1(C)C,-6.88435,,-0.0,0,6935.0,0
1864,ZINC000282191912,CCc1nn(C)cc1NC(=O)C(=O)N[C@@H]1CCCC12CCOCC2,-6.88439,CCc1nn(C)cc1NC(=O)C(=O)N[C@@H]1CCCC12CCOCC2,-6.88439,,-0.0,0,6936.0,0
1369,ZINC000168726560,CC(C)[C@@](C)(CN)NC(=O)c1sccc1Cl,-6.88522,CC(C)[C@@](C)(CN)NC(=O)c1sccc1Cl,-6.88522,,-0.0,0,6937.0,0
4666,ZINC000101860290,CC(C)CC(=O)N1CCC(NC(=O)C2CCCCCC2)CC1,-6.88565,CC(C)CC(=O)N1CCC(NC(=O)C2CCCCCC2)CC1,-6.88565,,-0.0,0,6938.0,0
8756,ZINC000070202849,C[C@H](NC(=O)CCCCN)c1cccc(Cl)c1,-6.88583,C[C@H](NC(=O)CCCCN)c1cccc(Cl)c1,-6.88583,,-0.0,0,6939.0,0
463,ZINC000372604182,COC(=O)c1cc(NC(=O)N2CC(F)(F)C[C@H]2CO)c(F)cc1F,-6.8863,COC(=O)c1cc(NC(=O)N2CC(F)(F)C[C@H]2CO)c(F)cc1F,-6.8863,,-0.0,0,6940.0,0
601,ZINC000278666683,CC(C)CONC(=O)NCc1cc([N+](=O)[O-])cc(C(F)(F)F)c1,-6.88639,CC(C)CONC(=O)NCc1cc([N+](=O)[O-])cc(C(F)(F)F)c1,-6.88639,,-0.0,0,6941.0,0
8760,ZINC000356910555,C[C@@H]1[C@@H](C)N(C(=O)Cc2coc(-c3ccc(Cl)cc3)n2)CCN1C,-6.88658,C[C@@H]1[C@@H](C)N(C(=O)Cc2coc(-c3ccc(Cl)cc3)n2)CCN1C,-6.88658,,-0.0,0,6942.0,0
9715,ZINC000618909415,C[C@@H](O)[C@H]1CCCN1C(=O)c1ccc(Nc2cccnc2)cc1,-6.886660000000001,C[C@@H](O)[C@H]1CCCN1C(=O)c1ccc(Nc2cccnc2)cc1,-6.886660000000001,,-0.0,0,6943.0,0
7257,ZINC000271135380,CC(=O)NC1CCC(NC(=O)NC2(C)Cc3ccccc3C2)CC1,-6.88709,CC(=O)NC1CCC(NC(=O)NC2(C)Cc3ccccc3C2)CC1,-6.88709,,-0.0,0,6944.0,0
910,ZINC000332844631,CN(C(=O)N[C@H]1CCC[C@H](c2ccccc2)C1)[C@@H]1CCC[C@H]1O,-6.8872100000000005,CN(C(=O)N[C@H]1CCC[C@H](c2ccccc2)C1)[C@@H]1CCC[C@H]1O,-6.8872100000000005,,-0.0,0,6945.0,0
8758,ZINC000493311591,CCN1CCN(CC(=O)N2CCN3C(=O)OC[C@@H]3C2)CC1,-6.888039999999999,CCN1CCN(CC(=O)N2CCN3C(=O)OC[C@@H]3C2)CC1,-6.888039999999999,,-0.0,0,6946.0,0
1574,ZINC000600952406,NC[C@@H]1CN(c2ccc(Cl)cc2[N+](=O)[O-])CC[C@H]1C(F)(F)F,-6.88808,NC[C@@H]1CN(c2ccc(Cl)cc2[N+](=O)[O-])CC[C@H]1C(F)(F)F,-6.88808,,-0.0,0,6947.0,0
1575,ZINC000528985582,CC1(C)OC[C@@H]2C[C@@]21NC(=O)Nc1nc2ccsc2s1,-6.88829,CC1(C)OC[C@@H]2C[C@@]21NC(=O)Nc1nc2ccsc2s1,-6.88829,,-0.0,0,6948.0,0
462,ZINC000288298488,O=c1c(NC[C@H](c2ccccc2)C(F)(F)F)nccn1C(F)F,-6.88855,O=c1c(NC[C@H](c2ccccc2)C(F)(F)F)nccn1C(F)F,-6.88855,,-0.0,0,6949.0,0
2019,ZINC000452955788,CC(C)[C@@H](CO)[C@H](NC(=O)CN(C)C(=O)c1cccs1)C(C)C,-6.889130000000001,CC(C)[C@@H](CO)[C@H](NC(=O)CN(C)C(=O)c1cccs1)C(C)C,-6.889130000000001,,-0.0,0,6950.0,0
8759,ZINC000340437447,COc1ccc(CCN[C@@H]2CC[C@H](C#N)C2)c(Cl)c1OC,-6.8892,COc1ccc(CCN[C@@H]2CC[C@H](C#N)C2)c(Cl)c1OC,-6.8892,,-0.0,0,6951.0,0
6384,ZINC000194603371,COc1ccc2c(c1)[nH]nc2NC(=O)[C@@H](NC(=O)C(F)(F)F)C(C)C,-6.88922,COc1ccc2c(NC(=O)[C@@H](NC(=O)C(F)(F)F)C(C)C)n[nH]c2c1,-6.88922,,-0.0,0,6952.0,0
599,ZINC000341810456,N=c1[nH]c(N2CC[C@@H]2c2ccccc2)ncc1[N+](=O)[O-],-6.88952,N=c1[nH]c(N2CC[C@@H]2c2ccccc2)ncc1[N+](=O)[O-],-6.88952,,-0.0,0,6953.0,0
6205,ZINC000674465188,CCCN(Cc1ccc(C)cc1)C(=O)CN1C[C@H](O)C[C@H](O)C1,-6.8895800000000005,CCCN(Cc1ccc(C)cc1)C(=O)CN1C[C@H](O)C[C@H](O)C1,-6.8895800000000005,,-0.0,0,6954.0,0
1422,ZINC000628959468,O=C(CCOCC(F)F)Nc1ccc2occc2c1,-6.89008,O=C(CCOCC(F)F)Nc1ccc2occc2c1,-6.89008,,-0.0,0,6955.0,0
1421,ZINC000150956752,CCCNc1nnc(SCc2nc(-c3cccs3)n[nH]2)s1,-6.89018,CCCNc1nnc(SCc2nc(-c3cccs3)n[nH]2)s1,-6.89018,,-0.0,0,6956.0,0
4129,ZINC000269323374,Cc1c(NCc2ccnn2C)cccc1-c1nnc2n1CCCCC2,-6.89067,Cc1c(NCc2ccnn2C)cccc1-c1nnc2n1CCCCC2,-6.89067,,-0.0,0,6957.0,0
1867,ZINC000438939503,C[C@H](NC(=O)CC[C@@H]1CC[C@@H](C)O1)c1ccc(C(C)(C)C)cc1,-6.89133,C[C@@H]1CC[C@@H](CCC(=O)N[C@@H](C)c2ccc(C(C)(C)C)cc2)O1,-6.89133,,-0.0,0,6958.0,0
2512,ZINC000659037196,CC[C@@H]1CC[C@@H](C)N1C(=O)Nc1ccc([C@@H]2CNCCO2)cc1,-6.89244,CC[C@@H]1CC[C@@H](C)N1C(=O)Nc1ccc([C@@H]2CNCCO2)cc1,-6.89244,,-0.0,0,6959.0,0
9647,ZINC000249349744,O[C@@H]1CCCC[C@H]1N1CCN([C@H]2CCCC[C@H]2O)CC1,-6.89272,O[C@@H]1CCCC[C@H]1N1CCN([C@H]2CCCC[C@H]2O)CC1,-6.89272,,-0.0,0,6960.0,0
1866,ZINC000185797754,CSCCn1nc(C(F)(F)F)c2cnccc21,-6.89283,CSCCn1nc(C(F)(F)F)c2cnccc21,-6.89283,,-0.0,0,6961.0,0
3005,ZINC000419517836,Cc1cc(NC(=O)[C@H](C)SCC2CC(F)(F)C2)on1,-6.89317,Cc1cc(NC(=O)[C@H](C)SCC2CC(F)(F)C2)on1,-6.89317,,-0.0,0,6962.0,0
3332,ZINC000452388510,C[C@@H](Oc1ccccn1)C(=O)N[C@H]1CCCN(CCCO)C1,-6.893269999999999,C[C@@H](Oc1ccccn1)C(=O)N[C@H]1CCCN(CCCO)C1,-6.893269999999999,,-0.0,0,6963.0,0
8228,ZINC000564817128,CCOCCN1CCN(C(=O)N[C@@H](C(C)(C)C)C(F)(F)F)C[C@H]1C,-6.89345,CCOCCN1CCN(C(=O)N[C@@H](C(C)(C)C)C(F)(F)F)C[C@H]1C,-6.89345,,-0.0,0,6964.0,0
2342,ZINC000412151500,Cc1cn(C)nc1C(=O)N[C@H](C)Cc1cc(C)cc(C)c1,-6.893560000000001,Cc1cc(C)cc(C[C@@H](C)NC(=O)c2nn(C)cc2C)c1,-6.893560000000001,,-0.0,0,6965.0,0
4664,ZINC000188618656,C=CCNC(=O)NC(=O)[C@@H](C)Nc1cc(C)n(-c2ccccc2Cl)n1,-6.89395,C=CCNC(=O)NC(=O)[C@@H](C)Nc1cc(C)n(-c2ccccc2Cl)n1,-6.89395,,-0.0,0,6966.0,0
5133,ZINC000678385826,O=C(N[C@H](CO)CC1CC1)c1cnn(Cc2ccccc2Cl)c1,-6.894010000000001,O=C(N[C@H](CO)CC1CC1)c1cnn(Cc2ccccc2Cl)c1,-6.894010000000001,,-0.0,0,6967.0,0
8054,ZINC000503569577,COC(=O)[C@H](NC1CC(c2ccccc2)C1)c1ccccc1C,-6.89427,COC(=O)[C@H](NC1CC(c2ccccc2)C1)c1ccccc1C,-6.89427,,-0.0,0,6968.0,0
2525,ZINC000373880809,O=C(NC[C@H]1CN2CCC[C@@H]2CO1)N[C@H]1C[C@H](c2ccccc2)C1,-6.8947,O=C(NC[C@H]1CN2CCC[C@@H]2CO1)N[C@H]1C[C@H](c2ccccc2)C1,-6.8947,,-0.0,0,6969.0,0
762,ZINC000611800740,C[C@@H]1CC(CNC(=O)C(=O)NCc2nnc3n2CCOC3)C[C@@H](C)C1,-6.894839999999999,C[C@@H]1CC(CNC(=O)C(=O)NCc2nnc3n2CCOC3)C[C@@H](C)C1,-6.894839999999999,,-0.0,0,6970.0,0
9529,ZINC000652185306,Cc1nn(-c2ccccc2)cc1NC(=O)C(=O)N[C@H](CO)CCF,-6.89507,Cc1nn(-c2ccccc2)cc1NC(=O)C(=O)N[C@H](CO)CCF,-6.89507,,-0.0,0,6971.0,0
9649,ZINC000365626394,COc1ccc(CN2CCC(Oc3ccnc(C(N)=O)c3)CC2)cc1,-6.89532,COc1ccc(CN2CCC(Oc3ccnc(C(N)=O)c3)CC2)cc1,-6.89532,,-0.0,0,6972.0,0
5132,ZINC000246287635,C[C@@H]1C(=O)NCCN1C[C@@H](O)COCc1cccs1,-6.89533,C[C@@H]1C(=O)NCCN1C[C@@H](O)COCc1cccs1,-6.89533,,-0.0,0,6973.0,0
911,ZINC000536594464,COc1cc(C#N)ccc1CN(Cc1ccccc1)C[C@H](C)O,-6.895789999999999,COc1cc(C#N)ccc1CN(Cc1ccccc1)C[C@H](C)O,-6.895789999999999,,-0.0,0,6974.0,0
9528,ZINC000371089394,CCO[C@H](C)C(=O)NCCC1CCN(C2CCN(C)CC2)CC1,-6.89608,CCO[C@H](C)C(=O)NCCC1CCN(C2CCN(C)CC2)CC1,-6.89608,,-0.0,0,6975.0,0
2183,ZINC000272065009,Cc1cccc(NC(=O)N2CCCC[C@@H]2CNS(C)(=O)=O)c1F,-6.8961,Cc1cccc(NC(=O)N2CCCC[C@@H]2CNS(C)(=O)=O)c1F,-6.8961,,-0.0,0,6976.0,0
4629,ZINC000272130492,COc1cc(CN2CC[C@H](N3C(=O)N[C@H](C)C3=O)C2)cc(OC)c1,-6.89615,COc1cc(CN2CC[C@H](N3C(=O)N[C@H](C)C3=O)C2)cc(OC)c1,-6.89615,,-0.0,0,6977.0,0
2967,ZINC000232201738,COc1cc(NC(=O)COCCN)ccc1Cl,-6.89619,COc1cc(NC(=O)COCCN)ccc1Cl,-6.89619,,-0.0,0,6978.0,0
9375,ZINC000075245917,COC[C@](C)(O)CNC(=O)[C@H]1C[C@@H]1c1cccc(Cl)c1Cl,-6.89633,COC[C@](C)(O)CNC(=O)[C@H]1C[C@@H]1c1cccc(Cl)c1Cl,-6.89633,,-0.0,0,6979.0,0
6385,ZINC000354467956,CCOC(=O)c1coc(N[C@H]2CCO[C@H]2c2ccc(Cl)cc2)n1,-6.897139999999999,CCOC(=O)c1coc(N[C@H]2CCO[C@H]2c2ccc(Cl)cc2)n1,-6.897139999999999,,-0.0,0,6980.0,0
6081,ZINC000283988118,CC(C)(C(=O)OCc1ccc(S(C)(=O)=O)cc1)c1cccc(F)c1,-6.89715,CC(C)(C(=O)OCc1ccc(S(C)(=O)=O)cc1)c1cccc(F)c1,-6.89715,,-0.0,0,6981.0,0
4322,ZINC000665004625,Cc1ccccc1-c1nc(CNC(=O)N2CC(S(C)(=O)=O)C2)no1,-6.89801,Cc1ccccc1-c1nc(CNC(=O)N2CC(S(C)(=O)=O)C2)no1,-6.89801,,-0.0,0,6982.0,0
9882,ZINC000656151897,O=C(N[C@H](Cc1ccccc1)c1ncco1)N1CC(=O)N(C2CC2)C1,-6.898039999999999,O=C(N[C@H](Cc1ccccc1)c1ncco1)N1CC(=O)N(C2CC2)C1,-6.898039999999999,,-0.0,0,6983.0,0
1077,ZINC000553463635,CC(C)(C)CCCNC(=O)C(=O)NCCc1cnc(C2CC2)nc1,-6.898110000000001,CC(C)(C)CCCNC(=O)C(=O)NCCc1cnc(C2CC2)nc1,-6.898110000000001,,-0.0,0,6984.0,0
7724,ZINC000409519569,CC(C)[C@@H](NC(=O)C(C)(C)C)C(=O)NC[C@H](C)c1ccc(F)cc1,-6.89858,CC(C)[C@@H](NC(=O)C(C)(C)C)C(=O)NC[C@H](C)c1ccc(F)cc1,-6.89858,,-0.0,0,6985.0,0
1073,ZINC000341737327,CCOc1ccccc1-c1cccc(C(=O)N[C@H](CO)C(N)=O)c1,-6.89935,CCOc1ccccc1-c1cccc(C(=O)N[C@H](CO)C(N)=O)c1,-6.89935,,-0.0,0,6986.0,0
2526,ZINC000174422918,CC[C@H](NCc1ccc(CO)o1)c1cc(F)ccc1F,-6.9001,CC[C@H](NCc1ccc(CO)o1)c1cc(F)ccc1F,-6.9001,,-0.0,0,6987.0,0
3804,ZINC000620582195,O=C(CN1CCCNC1=O)N[C@@H](CO)c1ccc(F)cc1F,-6.90108,O=C(CN1CCCNC1=O)N[C@@H](CO)c1ccc(F)cc1F,-6.90108,,-0.0,0,6988.0,0
3006,ZINC000294161134,COc1ccc(CCCC(=O)NC[C@]2(O)CCC[C@@H]2C)c(OC)c1,-6.901210000000001,COc1ccc(CCCC(=O)NC[C@]2(O)CCC[C@@H]2C)c(OC)c1,-6.901210000000001,,-0.0,0,6989.0,0
1865,ZINC000351895430,O=C(NCc1ccc(F)c(F)c1)NC[C@H]1CCC[C@H](CO)C1,-6.901339999999999,O=C(NCc1ccc(F)c(F)c1)NC[C@H]1CCC[C@H](CO)C1,-6.901339999999999,,-0.0,0,6990.0,0
461,ZINC000682508856,CCc1ccc(C(=O)N[C@@H]2CCN(S(C)(=O)=O)C[C@@H]2C)c(O)c1,-6.901439999999999,CCc1ccc(C(=O)N[C@@H]2CCN(S(C)(=O)=O)C[C@@H]2C)c(O)c1,-6.901439999999999,,-0.0,0,6991.0,0
9718,ZINC000335341418,CN1CCCN(C(=O)N[C@@H]2CCC[C@@H]2CCO)CC1,-6.901660000000001,CN1CCCN(C(=O)N[C@@H]2CCC[C@@H]2CCO)CC1,-6.901660000000001,,-0.0,0,6992.0,0
2675,ZINC000355888877,CCN(CCC1CCN(Cc2cn(C)nn2)CC1)CC1CC1,-6.90216,CCN(CCC1CCN(Cc2cn(C)nn2)CC1)CC1CC1,-6.90216,,-0.0,0,6993.0,0
8053,ZINC000487948772,CCOC(=O)c1cccc(OC[C@H](O)CN2C[C@@H](OC)[C@@H](OC)C2)c1,-6.90247,CCOC(=O)c1cccc(OC[C@H](O)CN2C[C@H](OC)[C@H](OC)C2)c1,-6.90247,,-0.0,0,6994.0,0
3500,ZINC000061223592,Cc1ccccc1C(=O)NCC(=O)N(C)CC(=O)NC(C)C,-6.902610000000001,Cc1ccccc1C(=O)NCC(=O)N(C)CC(=O)NC(C)C,-6.902610000000001,,-0.0,0,6995.0,0
8757,ZINC000263660723,CCCC(=O)NC[C@H]1CCCN(C(=O)c2cc3ccccc3o2)C1,-6.90269,CCCC(=O)NC[C@H]1CCCN(C(=O)c2cc3ccccc3o2)C1,-6.90269,,-0.0,0,6996.0,0
6977,ZINC000127618373,CC(C)[C@@H](C(=O)NCC(C)(C)CO)N1C(=O)c2ccccc2C1=O,-6.904730000000001,CC(C)[C@@H](C(=O)NCC(C)(C)CO)N1C(=O)c2ccccc2C1=O,-6.904730000000001,,-0.0,0,6997.0,0
598,ZINC000035118516,CC[C@H](CO)NC(=O)COc1cc(Cl)ccc1Cl,-6.90477,CC[C@H](CO)NC(=O)COc1cc(Cl)ccc1Cl,-6.90477,,-0.0,0,6998.0,0
5612,ZINC000622159371,CS(=O)(=O)N1CCC[C@H]1C(=O)Nc1ccc2c(n1)OCCO2,-6.90503,CS(=O)(=O)N1CCC[C@H]1C(=O)Nc1ccc2c(n1)OCCO2,-6.90503,,-0.0,0,6999.0,0
9717,ZINC000332636255,C[C@@H](C(=O)N1CCC[C@@H](C)[C@H]1CO)n1nnc(-c2ccccc2)n1,-6.905360000000001,C[C@@H]1CCCN(C(=O)[C@H](C)n2nnc(-c3ccccc3)n2)[C@@H]1CO,-6.905360000000001,,-0.0,0,7000.0,0
2966,ZINC000652413608,Cc1cccc([C@@H](C)NC(=O)NC[C@H]2CCN(C(C)C)C2)c1,-6.90609,Cc1cccc([C@@H](C)NC(=O)NC[C@H]2CCN(C(C)C)C2)c1,-6.90609,,-0.0,0,7001.0,0
7725,ZINC000351854522,Cc1nn(-c2ccccc2)c2sc(C(=O)N3C[C@H](O)[C@@H](C)C3)cc12,-6.90615,Cc1nn(-c2ccccc2)c2sc(C(=O)N3C[C@H](C)[C@@H](O)C3)cc12,-6.90615,,-0.0,0,7002.0,0
9218,ZINC000319753916,C[C@H](C(=O)NC1CCC(CO)CC1)c1cccc([N+](=O)[O-])c1,-6.90659,C[C@H](C(=O)NC1CCC(CO)CC1)c1cccc([N+](=O)[O-])c1,-6.90659,,-0.0,0,7003.0,0
4323,ZINC000535609952,COc1ccc(C[C@@H](C)CN(C)C(=O)C2CCSCC2)cc1,-6.906680000000001,COc1ccc(C[C@@H](C)CN(C)C(=O)C2CCSCC2)cc1,-6.906680000000001,,-0.0,0,7004.0,0
7126,ZINC000183599936,C[C@H](NC(=O)N[C@@H]1CC(C)(C)OC1(C)C)[C@@H](O)Cc1ccccc1,-6.90675,C[C@H](NC(=O)N[C@@H]1CC(C)(C)OC1(C)C)[C@@H](O)Cc1ccccc1,-6.90675,,-0.0,0,7005.0,0
9036,ZINC000116727732,O=C(NCCN1CCCCC1)c1cccc(-n2cccn2)c1,-6.906789999999999,O=C(NCCN1CCCCC1)c1cccc(-n2cccn2)c1,-6.906789999999999,,-0.0,0,7006.0,0
1573,ZINC000288721619,COc1ccc(C(=O)C[C@H](C)C(=O)N[C@@H](C)C(F)(F)F)cc1,-6.90705,COc1ccc(C(=O)C[C@H](C)C(=O)N[C@@H](C)C(F)(F)F)cc1,-6.90705,,-0.0,0,7007.0,0
