,compound_id,smiles,docking_score,rdkit_smiles,VALUE_NUM_mean,VALUE_NUM_std,Perc_Var,Remove_BadDuplicate,rank
2315,ZINC000634652279,C[C@H](c1ccccc1)[C@H](O)CSc1ncc(CCO)cn1,-7.949889999999999,C[C@H](c1ccccc1)[C@H](O)CSc1ncc(CCO)cn1,-7.949889999999999,,-0.0,0,9271.0
9368,ZINC000635720045,C[C@H]1CN(C)C[C@H](C(=O)Nc2ccc(Br)c(Cl)c2)O1,-7.04232,C[C@H]1CN(C)C[C@H](C(=O)Nc2ccc(Br)c(Cl)c2)O1,-7.04232,,-0.0,0,7404.0
8938,ZINC000176903120,COc1csc(C(=O)N2C[C@@H](C)O[C@H](c3ccc(F)cc3)C2)c1,-6.07262,COc1csc(C(=O)N2C[C@@H](C)O[C@H](c3ccc(F)cc3)C2)c1,-6.07262,,-0.0,0,4165.0
6437,ZINC000516217971,COc1ccccc1N(CC[C@@H]1CCCCO1)C(C)C,-5.80614,COc1ccccc1N(CC[C@@H]1CCCCO1)C(C)C,-5.80614,,-0.0,0,3270.0
3197,ZINC000621916003,O=C(c1cc(F)cnc1O)N1CC[C@H](Oc2cccnc2)C1,-6.30585,O=C(c1cc(F)cnc1O)N1CC[C@H](Oc2cccnc2)C1,-6.30585,,-0.0,0,4931.0
2733,ZINC000075681515,CC(C)OC(=O)CCN(C)C[C@@H]1OCCc2ccccc21,-7.396730000000001,CC(C)OC(=O)CCN(C)C[C@@H]1OCCc2ccccc21,-7.396730000000001,,-0.0,0,8311.0
3178,ZINC000285169351,C[C@@H](NC(=O)C(=O)NC[C@@H]1CC=CCC1)c1ccccc1Cl,-6.72872,C[C@@H](NC(=O)C(=O)NC[C@@H]1CC=CCC1)c1ccccc1Cl,-6.72872,,-0.0,0,6401.0
2961,ZINC000434366765,C=CCCCCNC(=O)NC[C@H]1CCCC(=O)N1,-2.76607,C=CCCCCNC(=O)NC[C@H]1CCCC(=O)N1,-2.76607,,-0.0,0,38.0
5930,ZINC000360256888,CCc1nn(C)c(CC)c1CC(=O)NCC(C)(C)C#N,-6.55147,CCc1nn(C)c(CC)c1CC(=O)NCC(C)(C)C#N,-6.55147,,-0.0,0,5760.0
6887,ZINC000004370307,O=C(O)c1ccc(-n2[nH]c(=O)c3nccnc3c2=O)cc1,-4.8921,O=C(O)c1ccc(-n2[nH]c(=O)c3nccnc3c2=O)cc1,-4.8921,,-0.0,0,1105.0
6484,ZINC000645894500,CC(C)C1CN(C(=O)C2(S(C)(=O)=O)CCOCC2)C1,-4.25755,CC(C)C1CN(C(=O)C2(S(C)(=O)=O)CCOCC2)C1,-4.25755,,-0.0,0,456.5
5572,ZINC000574317331,COC[C@H](C)S(=O)(=O)N1C[C@@H](C)OC2(CCC2)C1,-4.44572,COC[C@H](C)S(=O)(=O)N1C[C@@H](C)OC2(CCC2)C1,-4.44572,,-0.0,0,612.0
9750,ZINC000282142247,C[C@@H](CC(=O)NCC1(OCCO)CCOCC1)c1cccc(F)c1,-6.470330000000001,C[C@@H](CC(=O)NCC1(OCCO)CCOCC1)c1cccc(F)c1,-6.470330000000001,,-0.0,0,5490.0
7139,ZINC000174666283,CN(C)CCCN(CCC#N)C(=O)[C@@H]1C[C@@]12CCc1ccccc12,-6.5938300000000005,CN(C)CCCN(CCC#N)C(=O)[C@@H]1C[C@@]12CCc1ccccc12,-6.5938300000000005,,-0.0,0,5893.0
2052,ZINC000118654444,NS(=O)(=O)c1ccc2c(c1)N(C(=O)c1ccc3ccccc3c1)CC2,-6.3665400000000005,NS(=O)(=O)c1ccc2c(c1)N(C(=O)c1ccc3ccccc3c1)CC2,-6.3665400000000005,,-0.0,0,5160.0
242,ZINC000659088153,O=C(Nc1ccc2c(c1)CCOC2)C(=O)N1CCC2(CCN2)CC1,-7.443969999999999,O=C(Nc1ccc2c(c1)CCOC2)C(=O)N1CCC2(CCN2)CC1,-7.443969999999999,,-0.0,0,8427.0
2776,ZINC000118752453,Cc1nc(CNc2ccc3ncccc3c2[N+](=O)[O-])no1,-5.16898,Cc1nc(CNc2ccc3ncccc3c2[N+](=O)[O-])no1,-5.16898,,-0.0,0,1618.0
8993,ZINC000561820035,COc1cc(Cl)c(NC(=O)NC[C@@H](O)[C@@H]2CCOC2)cc1C,-7.84993,COc1cc(Cl)c(NC(=O)NC[C@@H](O)[C@@H]2CCOC2)cc1C,-7.84993,,-0.0,0,9113.0
1796,ZINC000069227982,Cc1noc([C@H](C)N2CCN(c3cc(C)nc(C)n3)CC2)n1,-5.4606900000000005,Cc1cc(N2CCN([C@@H](C)c3nc(C)no3)CC2)nc(C)n1,-5.4606900000000005,,-0.0,0,2289.0
429,ZINC000599696036,COC(=O)C1C[C@@H](C)N(Cc2cc(-c3cnn(C)c3C)no2)[C@H](C)C1,-8.04292,COC(=O)C1C[C@@H](C)N(Cc2cc(-c3cnn(C)c3C)no2)[C@H](C)C1,-8.04292,,-0.0,0,9373.0
5057,ZINC000617980419,COCC1(C2CCC2)CN(C(=O)Cc2ccc3c(c2)OCCO3)C1,-5.55045,COCC1(C2CCC2)CN(C(=O)Cc2ccc3c(c2)OCCO3)C1,-5.55045,,-0.0,0,2517.0
2535,ZINC000282601836,Cc1nccn1CCNC(=O)N[C@@H]1C(=O)NCC[C@@H]1C,-6.43921,Cc1nccn1CCNC(=O)N[C@@H]1C(=O)NCC[C@@H]1C,-6.43921,,-0.0,0,5384.0
1682,ZINC000518624487,CCN(C(=O)NCc1ccc(Cl)cc1OC)[C@@H](C)C(C)C,-4.23091,CCN(C(=O)NCc1ccc(Cl)cc1OC)[C@@H](C)C(C)C,-4.23091,,-0.0,0,435.0
9664,ZINC000335264997,CNC[C@@H]1CCN(C(=O)Nc2cccc(Cl)c2C)C1,-7.90527,CNC[C@@H]1CCN(C(=O)Nc2cccc(Cl)c2C)C1,-7.90527,,-0.0,0,9217.0
8485,ZINC000599474655,C/C=C\CNS(=O)(=O)C1(CC(=O)OCC)CC1,-2.98243,C/C=C\CNS(=O)(=O)C1(CC(=O)OCC)CC1,-2.98243,,-0.0,0,61.0
9611,ZINC000588351629,CC1(C(=O)Nc2cccc(Br)c2)CCOCC1,-5.534590000000001,CC1(C(=O)Nc2cccc(Br)c2)CCOCC1,-5.534590000000001,,-0.0,0,2477.0
9631,ZINC000179165881,COCCOc1ccc(C(=O)NC2(CN)CCCC2)cc1,-3.87022,COCCOc1ccc(C(=O)NC2(CN)CCCC2)cc1,-3.87022,,-0.0,0,254.0
3696,ZINC000332096257,Cc1ccc([C@@]2(C)NC(=O)N(Cc3nc(N(C)C)no3)C2=O)c(C)c1,-6.2038,Cc1ccc([C@@]2(C)NC(=O)N(Cc3nc(N(C)C)no3)C2=O)c(C)c1,-6.2038,,-0.0,0,4608.0
2143,ZINC000646710737,C[C@H](CNC(=O)C(=O)Nc1ccc2ncccc2c1)CC(F)F,-7.9433,C[C@H](CNC(=O)C(=O)Nc1ccc2ncccc2c1)CC(F)F,-7.9433,,-0.0,0,9258.0
2740,ZINC000336153156,CC(=O)N[C@H](C)C1CCN(C(=O)c2[nH]ccc2C)CC1,-6.02352,CC(=O)N[C@H](C)C1CCN(C(=O)c2[nH]ccc2C)CC1,-6.02352,,-0.0,0,3996.0
4122,ZINC000649366286,NC[C@@H]1CC[C@H](NC(=O)CNc2cccc(C(F)(F)F)c2)C1,-8.369860000000001,NC[C@@H]1CC[C@H](NC(=O)CNc2cccc(C(F)(F)F)c2)C1,-8.369860000000001,,-0.0,0,9650.0
2580,ZINC000554244536,CCN(Cc1ccccn1)C(=O)C(=O)N[C@@H]1CCc2c[nH]nc2C1,-5.52677,CCN(Cc1ccccn1)C(=O)C(=O)N[C@@H]1CCc2c[nH]nc2C1,-5.52677,,-0.0,0,2465.0
2409,ZINC000451445662,COC(=O)[C@@H]1CCN(S(=O)(=O)C[C@H]2CCCCC2(F)F)[C@@H]1C,-6.01809,COC(=O)[C@@H]1CCN(S(=O)(=O)C[C@H]2CCCCC2(F)F)[C@@H]1C,-6.01809,,-0.0,0,3973.0
4901,ZINC000126757639,CCCC(CCC)C(=O)N1CCC(c2nc(C)cs2)CC1,-5.23617,CCCC(CCC)C(=O)N1CCC(c2nc(C)cs2)CC1,-5.23617,,-0.0,0,1769.0
5452,ZINC000334961342,C[C@@H]1CSC[C@@H]1NC(=O)Nc1ccccc1N(C)C,-7.0443,C[C@@H]1CSC[C@@H]1NC(=O)Nc1ccccc1N(C)C,-7.0443,,-0.0,0,7413.0
6226,ZINC000605479020,O=C(NC1(c2ccccc2F)CC1)[C@H]1CC(=O)N(c2ccccc2)C1,-7.062760000000001,O=C(NC1(c2ccccc2F)CC1)[C@H]1CC(=O)N(c2ccccc2)C1,-7.062760000000001,,-0.0,0,7461.0
2238,ZINC000443890052,CCOC(=O)c1cc(F)c(F)cc1NC(=O)CCC1CCOCC1,-5.84109,CCOC(=O)c1cc(F)c(F)cc1NC(=O)CCC1CCOCC1,-5.84109,,-0.0,0,3376.0
939,ZINC000367415655,Cc1cccc([C@H](C)CNC(=O)N2CCC[C@@H]2[C@H]2CCCO2)c1,-6.32834,Cc1cccc([C@H](C)CNC(=O)N2CCC[C@@H]2[C@H]2CCCO2)c1,-6.32834,,-0.0,0,5017.0
4473,ZINC000455050531,C[C@H](c1ccc(C(=O)Nc2ccn(CC(N)=O)n2)cc1)C(F)(F)F,-8.18552,C[C@H](c1ccc(C(=O)Nc2ccn(CC(N)=O)n2)cc1)C(F)(F)F,-8.18552,,-0.0,0,9498.0
19,ZINC000628363064,COc1ncnc(OC)c1C(=O)NC[C@@H]1Cc2ccccc2CO1,-6.29253,COc1ncnc(OC)c1C(=O)NC[C@@H]1Cc2ccccc2CO1,-6.29253,,-0.0,0,4888.0
9432,ZINC000517217503,CC(C)(CN[C@H](c1nc[nH]n1)c1ccccn1)c1cccc(F)c1,-5.73144,CC(C)(CN[C@@H](c1ccccn1)c1nc[nH]n1)c1cccc(F)c1,-5.73144,,-0.0,0,3048.0
2127,ZINC000355133830,CC(C)CCC(=O)N1CCCc2ccc(F)c(F)c21,-4.902430000000001,CC(C)CCC(=O)N1CCCc2ccc(F)c(F)c21,-4.902430000000001,,-0.0,0,1123.0
9111,ZINC000423119124,CCCN(Cc1ccc(C#N)cc1)C(=O)C(=O)N(C)CCNC,-5.11298,CCCN(Cc1ccc(C#N)cc1)C(=O)C(=O)N(C)CCNC,-5.11298,,-0.0,0,1511.0
9226,ZINC000126213710,O=C(N[C@@H]1CCNC1)[C@@H]1C[C@@H]1c1ccccc1Cl,-6.69982,O=C(N[C@@H]1CCNC1)[C@@H]1C[C@@H]1c1ccccc1Cl,-6.69982,,-0.0,0,6296.0
8600,ZINC000670094921,CCn1c(-c2cccnc2)nnc1N1CCC([C@@H]2CCOC2)CC1,-5.9372300000000005,CCn1c(-c2cccnc2)nnc1N1CCC([C@@H]2CCOC2)CC1,-5.9372300000000005,,-0.0,0,3702.0
2550,ZINC000590160187,O=C(N[C@H]1CCC[C@H](O)C1)c1cc([N+](=O)[O-])ccc1C(F)(F)F,-6.08844,O=C(N[C@H]1CCC[C@H](O)C1)c1cc([N+](=O)[O-])ccc1C(F)(F)F,-6.08844,,-0.0,0,4215.0
1667,ZINC000058531481,CCCCN(C(=O)/C=C/c1ccccc1C#N)[C@@H]1CCS(=O)(=O)C1,-5.14357,CCCCN(C(=O)/C=C/c1ccccc1C#N)[C@@H]1CCS(=O)(=O)C1,-5.14357,,-0.0,0,1560.0
1300,ZINC000584288314,CS[C@@H](C)CNC(=O)N1CC[C@H](c2cccnc2)C1,-6.29587,CS[C@@H](C)CNC(=O)N1CC[C@H](c2cccnc2)C1,-6.29587,,-0.0,0,4896.0
1154,ZINC000337811799,C=CCn1c(-c2ncccc2C)nnc1N1CC[C@H](CC)C1,-5.64115,C=CCn1c(-c2ncccc2C)nnc1N1CC[C@H](CC)C1,-5.64115,,-0.0,0,2768.0
5745,ZINC000591292462,COC(=O)c1ccc(NC(=O)C(=O)NC[C@H]2CCCCN2)cc1OC,-8.43487,COC(=O)c1ccc(NC(=O)C(=O)NC[C@H]2CCCCN2)cc1OC,-8.43487,,-0.0,0,9691.0
8724,ZINC000665848739,C[C@@H]1C[C@H](CNC(=O)N2CCN(c3ccccc3)C(=O)C2)[C@@H](C)O1,-7.51755,C[C@@H]1C[C@H](CNC(=O)N2CCN(c3ccccc3)C(=O)C2)[C@@H](C)O1,-7.51755,,-0.0,0,8564.0
3554,ZINC000354689371,CC(C)OCCOC[C@H](O)CN(C)C(=O)[C@H]1CN(C)CCO1,-6.0565,CC(C)OCCOC[C@H](O)CN(C)C(=O)[C@H]1CN(C)CCO1,-6.0565,,-0.0,0,4101.0
2784,ZINC000632936332,Cc1cc(Br)c(NC(=O)N2C[C@@H]3C[C@H]2CN3)cc1Cl,-7.315919999999999,Cc1cc(Br)c(NC(=O)N2C[C@@H]3C[C@H]2CN3)cc1Cl,-7.315919999999999,,-0.0,0,8112.0
9616,ZINC000602689695,COC(=O)c1[nH]c(CNCCCCN(C)C2CC2)cc1C,-5.37015,COC(=O)c1[nH]c(CNCCCCN(C)C2CC2)cc1C,-5.37015,,-0.0,0,2087.0
9248,ZINC000370416652,CC(C)CO[C@@H]1CCN(C(=O)[C@H]2C[C@@H]3CCCCN3C2)C1,-6.29009,CC(C)CO[C@@H]1CCN(C(=O)[C@H]2C[C@@H]3CCCCN3C2)C1,-6.29009,,-0.0,0,4886.0
6391,ZINC000241317053,C[C@@H]1C[C@@H]1C(=O)NCCC(=O)NC[C@H]1CCN(c2ccc(Cl)cc2)C1,-6.751010000000001,C[C@@H]1C[C@@H]1C(=O)NCCC(=O)NC[C@H]1CCN(c2ccc(Cl)cc2)C1,-6.751010000000001,,-0.0,0,6493.0
8903,ZINC000417045600,C[C@@H](N)[C@@H](C)NC(=O)N[C@@H](C)c1cccc(OC(F)F)c1,-6.768510000000001,C[C@H](NC(=O)N[C@H](C)[C@@H](C)N)c1cccc(OC(F)F)c1,-6.768510000000001,,-0.0,0,6558.0
4798,ZINC000355852076,COc1c2ccccc2[nH]c1C(=O)N[C@@H](C)c1ccncc1F,-8.30825,COc1c(C(=O)N[C@@H](C)c2ccncc2F)[nH]c2ccccc12,-8.30825,,-0.0,0,9607.0
3566,ZINC000529935656,CCC(C)(C)CC(=O)Nc1cccc(C2CCOCC2)c1,-5.8941300000000005,CCC(C)(C)CC(=O)Nc1cccc(C2CCOCC2)c1,-5.8941300000000005,,-0.0,0,3544.0
1606,ZINC000376129434,CCC(CC)[C@H](O)CNC(=O)c1cnn(CC2CCOCC2)c1C,-6.40015,CCC(CC)[C@H](O)CNC(=O)c1cnn(CC2CCOCC2)c1C,-6.40015,,-0.0,0,5263.0
5881,ZINC000494574174,CCC[C@@H](C)N1C[C@H](C(=O)NCC(C)(C)OCCO)CC1=O,-3.91911,CCC[C@@H](C)N1C[C@H](C(=O)NCC(C)(C)OCCO)CC1=O,-3.91911,,-0.0,0,276.0
4080,ZINC000574346596,C=CCN(CCC#N)C(=O)CO[C@H]1CCC[C@H](C)C1,-3.03901,C=CCN(CCC#N)C(=O)CO[C@H]1CCC[C@H](C)C1,-3.03901,,-0.0,0,69.0
8232,ZINC000529351400,CN1CCO[C@@H]2CCN(C(=O)N[C@H]3CCNC34CCC4)C[C@@H]21,-6.74573,CN1CCO[C@@H]2CCN(C(=O)N[C@H]3CCNC34CCC4)C[C@@H]21,-6.74573,,-0.0,0,6475.0
3400,ZINC000457365706,CCC(C)(C)OCCNC(=O)c1occ2c1CCOC2,-5.9833,CCC(C)(C)OCCNC(=O)c1occ2c1CCOC2,-5.9833,,-0.0,0,3855.0
5779,ZINC000076546811,COc1cccc([C@H]2CCCN2C(=O)CN(C)Cc2ccc(C)o2)c1,-6.500380000000001,COc1cccc([C@H]2CCCN2C(=O)CN(C)Cc2ccc(C)o2)c1,-6.500380000000001,,-0.0,0,5592.0
2989,ZINC000081295415,C[C@@H](C(=O)N1CCNC(=O)[C@H]1c1cccs1)n1cncn1,-7.30578,C[C@@H](C(=O)N1CCNC(=O)[C@H]1c1cccs1)n1cncn1,-7.30578,,-0.0,0,8094.0
4916,ZINC000353981492,COCCC1(CNC(=O)N[C@@H](CO)CC2CCC2)CCCC1,-4.93185,COCCC1(CNC(=O)N[C@@H](CO)CC2CCC2)CCCC1,-4.93185,,-0.0,0,1175.0
1722,ZINC000479444805,O=C(N[C@@H]1CCCc2nc(O)ccc21)c1ccnc2ccncc21,-7.014939999999999,O=C(N[C@@H]1CCCc2nc(O)ccc21)c1ccnc2ccncc12,-7.014939999999999,,-0.0,0,7326.0
9627,ZINC000337249804,C[C@H](c1ccccc1)N(CCN1CCO[C@@H](C)C1)C1CC1,-4.67871,C[C@H](c1ccccc1)N(CCN1CCO[C@@H](C)C1)C1CC1,-4.67871,,-0.0,0,828.0
4191,ZINC000424171507,Cc1cc(F)c(CNC[C@@H]2C[C@H](C)O[C@H]2C)c(F)c1,-5.96585,Cc1cc(F)c(CNC[C@@H]2C[C@H](C)O[C@H]2C)c(F)c1,-5.96585,,-0.0,0,3790.0
6271,ZINC000335890049,C[C@H]1CCN(Cc2ccc(C#N)c(F)c2)CC[S@]1=O,-6.03939,C[C@H]1CCN(Cc2ccc(C#N)c(F)c2)CC[S@@+]1[O-],-6.03939,,-0.0,0,4044.0
3239,ZINC000279678339,COCCNC(=O)N(CCc1ccccn1)Cc1ccc(OC)cc1,-5.69696,COCCNC(=O)N(CCc1ccccn1)Cc1ccc(OC)cc1,-5.69696,,-0.0,0,2931.0
3621,ZINC000155491161,COC(=O)c1ccc(CS[C@@H](C)C(=O)OC)s1,-4.2789,COC(=O)c1ccc(CS[C@@H](C)C(=O)OC)s1,-4.2789,,-0.0,0,471.0
5074,ZINC000340345433,CO[C@@H]1CCCC[C@@H]1C(=O)N[C@H](C)C1CCCC1,-5.01617,CO[C@@H]1CCCC[C@@H]1C(=O)N[C@H](C)C1CCCC1,-5.01617,,-0.0,0,1325.0
46,ZINC000529760591,COc1ccc(C(=O)NC[C@@H](O)[C@H]2CCCO2)cn1,-5.84676,COc1ccc(C(=O)NC[C@@H](O)[C@H]2CCCO2)cn1,-5.84676,,-0.0,0,3387.0
1849,ZINC000607346336,C[C@H](NC(=O)[C@H]1CCCCN1C)[C@H]1CN(Cc2ccccc2)CCO1,-7.34278,C[C@H](NC(=O)[C@H]1CCCCN1C)[C@H]1CN(Cc2ccccc2)CCO1,-7.34278,,-0.0,0,8183.0
1908,ZINC000105226979,C[C@H](C[C@@H]1CCCO1)NC(=O)NCCc1nc(C(C)(C)C)cs1,-6.25916,C[C@H](C[C@@H]1CCCO1)NC(=O)NCCc1nc(C(C)(C)C)cs1,-6.25916,,-0.0,0,4790.0
4120,ZINC000565586205,Cn1ccnc1[C@H](NC[C@H](O)Cn1cccn1)c1ccc(Cl)cc1,-8.41135,Cn1ccnc1[C@H](NC[C@H](O)Cn1cccn1)c1ccc(Cl)cc1,-8.41135,,-0.0,0,9677.0
8399,ZINC000632008129,CCNC(=O)C(C)(C)CNC(=O)C1(c2nccc3ccccc32)CC1,-6.023,CCNC(=O)C(C)(C)CNC(=O)C1(c2nccc3ccccc23)CC1,-6.023,,-0.0,0,3991.0
693,ZINC000278833867,O[C@@H]1CN(Cc2ccccc2Oc2ccccc2)C[C@H]1O,-7.32297,O[C@@H]1CN(Cc2ccccc2Oc2ccccc2)C[C@H]1O,-7.32297,,-0.0,0,8131.0
6681,ZINC000355042547,CC[C@@H](C)[C@@H](NCc1cc2c(cc1OC(F)F)OCO2)C(=O)OC,-6.31369,CC[C@@H](C)[C@@H](NCc1cc2c(cc1OC(F)F)OCO2)C(=O)OC,-6.31369,,-0.0,0,4957.0
8074,ZINC000496346024,CNC(=O)[C@H]1CN(C(=O)OC(C)(C)C)Cc2ccccc21,-6.52003,CNC(=O)[C@H]1CN(C(=O)OC(C)(C)C)Cc2ccccc21,-6.52003,,-0.0,0,5659.0
8195,ZINC000577986450,CCN1CC[C@@H](NCc2ncccc2O)[C@@H]1c1cc(F)c(F)c(F)c1,-8.29764,CCN1CC[C@@H](NCc2ncccc2O)[C@@H]1c1cc(F)c(F)c(F)c1,-8.29764,,-0.0,0,9594.0
670,ZINC000267207643,CC(C)(C)[C@H](C#N)NC(=O)Cc1c[nH]c2ccccc12,-5.69295,CC(C)(C)[C@H](C#N)NC(=O)Cc1c[nH]c2ccccc12,-5.69295,,-0.0,0,2916.0
8556,ZINC000683484385,CCC[C@H](C)NC(=O)[C@@H]1CCCN(C(=O)N[C@H]2C[C@H]2OCC)C1,-6.70504,CCC[C@H](C)NC(=O)[C@@H]1CCCN(C(=O)N[C@H]2C[C@H]2OCC)C1,-6.70504,,-0.0,0,6304.0
1072,ZINC000339177874,Cc1ncc(CNCc2cn3c(n2)CCCC3)cn1,-7.597410000000001,Cc1ncc(CNCc2cn3c(n2)CCCC3)cn1,-7.597410000000001,,-0.0,0,8727.0
9113,ZINC000352127995,COc1ccc([C@H](C)CC(=O)NCc2ccno2)cc1,-5.070869999999999,COc1ccc([C@H](C)CC(=O)NCc2ccno2)cc1,-5.070869999999999,,-0.0,0,1438.0
4696,ZINC000247045799,CCOCCN1CCN(Cc2ccc(C#N)cc2)C[C@H]1C,-6.744910000000001,CCOCCN1CCN(Cc2ccc(C#N)cc2)C[C@H]1C,-6.744910000000001,,-0.0,0,6471.0
2640,ZINC000525991734,Cc1ccc(CCCN2CCC([C@](C)(O)C(F)(F)F)CC2)cn1,-7.638160000000001,Cc1ccc(CCCN2CCC([C@](C)(O)C(F)(F)F)CC2)cn1,-7.638160000000001,,-0.0,0,8800.0
6371,ZINC000132537964,COCCCN1CCC(NC(=O)CC[C@H](C)c2ccccc2)CC1,-7.33673,COCCCN1CCC(NC(=O)CC[C@H](C)c2ccccc2)CC1,-7.33673,,-0.0,0,8167.0
8676,ZINC000638840178,CCCN[C@@H](C)C(=O)N(c1ccccc1)[C@H](C)C1CC1,-2.87722,CCCN[C@@H](C)C(=O)N(c1ccccc1)[C@H](C)C1CC1,-2.87722,,-0.0,0,46.0
7376,ZINC000267149039,COCCN(C(=O)CN(C)c1cnn(C)c1)[C@H]1CCS(=O)(=O)C1,-4.51366,COCCN(C(=O)CN(C)c1cnn(C)c1)[C@H]1CCS(=O)(=O)C1,-4.51366,,-0.0,0,674.0
1836,ZINC000079579956,O=C(NCCCN1CCOCC1)N1CCC[C@@H]1Cc1ccc(F)cc1,-7.63128,O=C(NCCCN1CCOCC1)N1CCC[C@@H]1Cc1ccc(F)cc1,-7.63128,,-0.0,0,8788.0
8058,ZINC000476217972,COCC[C@H](C)SCC(=O)NCC1(c2ccccc2)CCOCC1,-6.767189999999999,COCC[C@H](C)SCC(=O)NCC1(c2ccccc2)CCOCC1,-6.767189999999999,,-0.0,0,6553.0
641,ZINC000331091606,CSc1nc(C)c(CCC(=O)NC[C@@H]2CC[C@H](C)C2)c(C)n1,-6.19642,CSc1nc(C)c(CCC(=O)NC[C@@H]2CC[C@H](C)C2)c(C)n1,-6.19642,,-0.0,0,4582.0
7594,ZINC000351200204,CCN(Cc1ccc(OC)cc1OC)C(=O)N[C@H]1CCCN(CC)C1,-7.08105,CCN1CCC[C@H](NC(=O)N(CC)Cc2ccc(OC)cc2OC)C1,-7.08105,,-0.0,0,7503.0
3490,ZINC000179141085,COC(=O)C[C@H]1CCCN1Cc1nccn1Cc1ccccc1,-6.72784,COC(=O)C[C@H]1CCCN1Cc1nccn1Cc1ccccc1,-6.72784,,-0.0,0,6395.0
3511,ZINC000153574436,CC(C)(C)OC(=O)CNC(=O)c1noc2c1CCCCC2,-6.74604,CC(C)(C)OC(=O)CNC(=O)c1noc2c1CCCCC2,-6.74604,,-0.0,0,6477.0
1509,ZINC000377375833,Cc1noc(C)c1S(=O)(=O)NC[C@@H]1CN2CCC[C@H]2CO1,-5.31099,Cc1noc(C)c1S(=O)(=O)NC[C@@H]1CN2CCC[C@H]2CO1,-5.31099,,-0.0,0,1944.0
9168,ZINC000570314034,CC(=O)N1C[C@@H]2CCC[C@@H](NCC(=O)Nc3ccc(C)cc3C)[C@@H]2C1,-9.68285,CC(=O)N1C[C@@H]2CCC[C@@H](NCC(=O)Nc3ccc(C)cc3C)[C@@H]2C1,-9.68285,,-0.0,0,9911.0
5680,ZINC000179440864,COC(=O)CCC(=O)N[C@H]1c2ccccc2CC[C@H]1C,-5.3091,COC(=O)CCC(=O)N[C@H]1c2ccccc2CC[C@H]1C,-5.3091,,-0.0,0,1936.0
2941,ZINC000281683969,CS(=O)(=O)CCNS(=O)(=O)c1ccc(Cl)c(-c2nnn[nH]2)c1,-4.853269999999999,CS(=O)(=O)CCNS(=O)(=O)c1ccc(Cl)c(-c2nnn[nH]2)c1,-4.853269999999999,,-0.0,0,1054.0
5869,ZINC000268601456,Cc1cc2c(cc1C)O[C@H](C(=O)NCC(C)(C)CCO)C2,-4.83645,Cc1cc2c(cc1C)O[C@H](C(=O)NCC(C)(C)CCO)C2,-4.83645,,-0.0,0,1028.0
637,ZINC000296733373,COC(=O)c1cccc(NC(=O)N[C@H](C)C(=O)NCCF)c1F,-6.22502,COC(=O)c1cccc(NC(=O)N[C@H](C)C(=O)NCCF)c1F,-6.22502,,-0.0,0,4678.0
7290,ZINC000286556313,C[C@H]1[C@H](N2CCCC2)CCN1S(=O)(=O)c1cccc2cccnc21,-6.17304,C[C@H]1[C@H](N2CCCC2)CCN1S(=O)(=O)c1cccc2cccnc12,-6.17304,,-0.0,0,4501.0
9006,ZINC000177513620,Cc1ccc(NC(=O)C(=O)N2CCC[C@H](c3nccs3)C2)cc1Cl,-7.40498,Cc1ccc(NC(=O)C(=O)N2CCC[C@H](c3nccs3)C2)cc1Cl,-7.40498,,-0.0,0,8335.0
4516,ZINC000650450428,CSc1cccnc1NC(=O)N1CC[C@@]2(CNC(=O)C2)C1,-6.6593100000000005,CSc1cccnc1NC(=O)N1CC[C@@]2(CNC(=O)C2)C1,-6.6593100000000005,,-0.0,0,6146.0
707,ZINC000360194948,COC[C@H](NC(=O)[C@H]1C[C@H]1c1ccc(C)s1)c1ccccc1,-4.42271,COC[C@H](NC(=O)[C@H]1C[C@H]1c1ccc(C)s1)c1ccccc1,-4.42271,,-0.0,0,593.0
917,ZINC000362330375,CCSc1nccnc1C(=O)Nc1ccc(Cl)cc1F,-6.75518,CCSc1nccnc1C(=O)Nc1ccc(Cl)cc1F,-6.75518,,-0.0,0,6508.0
6162,ZINC000266105805,COc1ccc(C(C)(C)CNS(=O)(=O)CCS(C)(=O)=O)cc1,-5.31312,COc1ccc(C(C)(C)CNS(=O)(=O)CCS(C)(=O)=O)cc1,-5.31312,,-0.0,0,1949.0
6016,ZINC000347957964,CCCNC(=O)[C@@H](C)N1CCC(CCC(N)=O)CC1,-5.25772,CCCNC(=O)[C@@H](C)N1CCC(CCC(N)=O)CC1,-5.25772,,-0.0,0,1808.0
8428,ZINC000628807251,CC1(C)CCC[C@](CO)(NC(=O)c2cc(F)c(F)c(F)c2)C1,-5.51812,CC1(C)CCC[C@](CO)(NC(=O)c2cc(F)c(F)c(F)c2)C1,-5.51812,,-0.0,0,2436.0
6470,ZINC000266815901,CC(C)[C@H](C)NC(=O)[C@@H]1CSCN1C(=O)CC(N)=O,-4.94083,CC(C)[C@H](C)NC(=O)[C@@H]1CSCN1C(=O)CC(N)=O,-4.94083,,-0.0,0,1190.0
7678,ZINC000347428453,C[C@H](NC(=O)N(C)CCC1CCCCC1)C1(S(C)(=O)=O)CC1,-5.28232,C[C@H](NC(=O)N(C)CCC1CCCCC1)C1(S(C)(=O)=O)CC1,-5.28232,,-0.0,0,1865.0
